Id	latitude	longitude	type	address	name	religion	city`	corresponding	phone
1758100	26.2219734191895	119.983108520508	趙元帥	連江縣北竿鄉上村芹壁村92號旁	趙元帥廟	道教	連江縣	陳奕財	08-3655022
1758288	26.2188396453857	119.990028381348	五福天仙	連江縣北竿鄉塘岐村23號	五福天仙府	道教	連江縣	王鏵松	08-3655509
1756316	26.214900970459	119.973365783691	三太子	連江縣北竿鄉坂里村93號	李哪吒三太子廟	道教	連江縣	王美凎	08-3655466
1749350	26.2148418426514	119.97331237793	天上聖母	連江縣北竿鄉坂里村94號	天后宮	道教	連江縣	王詩如	08-3655423
1758177	26.214427947998	119.97289276123	白馬尊王	連江縣北竿鄉坂里村95號	白馬尊王廟	道教	連江縣	王詩如	08-3655423
1764157	26.2066345214844	119.969108581543	平水尊王	連江縣北竿鄉白沙村41號	平水尊王廟	道教	連江縣	張文財	0932-107945
1749899	26.1695098876953	119.918601989746	皇母娘娘	連江縣南竿鄉四維村85號	西尾境天母宮	道教	連江縣	劉治國	08-3625279
1759427	26.1631298065186	119.950698852539	五靈公	連江縣南竿鄉復興村158-1號	連江縣南竿鄉復興村牛峰境廟	道教	連江縣	曹爾元	08-3625309
1760219	26.1593494415283	119.918800354004	孫將軍	連江縣南竿鄉馬祖村40號	孫將軍廟	道教	連江縣	林文斌	08-3622132
1749463	26.1593494415283	119.918800354004	白馬大王	連江縣南竿鄉馬祖村40號	白馬大王廟	道教	連江縣	林文斌	08-3622132
1751101	26.1592826843262	119.918601989746	白馬文武大王	連江縣南竿鄉馬祖村52號	白馬文武大王廟	道教	連江縣	李銀俤	08-3622065
1769401	26.1582698822021	119.918296813965	天上聖母	連江縣南竿鄉馬祖村4-1號	馬祖境天后宮	道教	連江縣	劉寳明	08-3622043
1749898	26.1580505371094	119.929702758789	玄天上帝	連江縣南竿鄉珠螺村50號	珠螺境玄天上帝廟	道教	連江縣	陳常玉	08-3622703
1759426	26.1580505371094	119.929702758789	白馬尊王	連江縣南竿鄉珠螺村48號	珠螺境白馬尊王廟	道教	連江縣	陳常玉	08-3622703
1749852	26.1578636169434	119.944442749023	白馬尊王	連江縣南竿鄉福沃村57號	白馬尊王廟	道教	連江縣	林金玉	08-3622632
1756445	26.1577644348145	119.952560424805	邱元帥	連江縣南竿鄉介壽村79號	邱元帥陳春蘭大姐廟	道教	連江縣	劉國春	08-3625135
1752829	26.1570701599121	119.944519042969	華光大帝	連江縣南竿鄉福沃村工會旁	華光大帝廟	道教	連江縣	林明揚	08-3622632
1752830	26.1563320159912	119.953002929688	白馬尊王	連江縣南竿鄉介壽村109之1號	白馬尊王廟	道教	連江縣	王連欽	092-1930270
1748715	26.1541309356689	119.937797546387	白馬尊王	連江縣南竿鄉清水村127號	白馬尊王廟	道教	連江縣	詹元春	08-3622333
1769402	26.1518096923828	119.944602966309	太上老君	連江縣南竿鄉介壽村385號	青檀境道祖廟	道教	連江縣	曹祥通	08-3622865
1758106	26.1465892791748	119.937103271484	高總管	連江縣南竿鄉清水村11號	梅石境高王爺廟	道教	連江縣	朱志剛	08-3625193
1750064	26.1458892822266	119.913101196289	天上聖母	連江縣南竿鄉津沙村105號	津沙境天后宮	道教	連江縣	陳志華	08-3625408
1753045	26.142520904541	119.925102233887	大王爺	連江縣南竿鄉仁愛村59-2號	金板境大王廟	道教	連江縣	馮章明	098-8025996
1763086	26.142520904541	119.925102233887	天上聖母	連江縣南竿鄉仁愛村59-2號	金板境天后宮	道教	連江縣	馮章明	09-88025996
1756087	26.142520904541	119.925117492676	老頭將軍	連江縣南竿鄉仁愛村14號	老頭將軍廟	道教	連江縣	林金玉	08-3622336
1758107	26.141939163208	119.925201416016	三君子	連江縣南竿鄉仁愛村59-2號	金板境三君子廟	道教	連江縣	馮章明	098-8025996
1748291	25.977123260498	119.94164276123	蕭大哥	連江縣莒光鄉田沃村下田沃	蕭隍爺廟	道教	連江縣	陳增忠	08-3688204
1755408	25.9765396118164	119.935897827148	陳元帥	連江縣莒光鄉青帆村32號	威武陳元帥廟	道教	連江縣	鄭典雄	08-3688143
1756015	25.9746723175049	119.930473327637		連江縣莒光鄉西坵村1-3號	彣大王廟	道教	連江縣	陳伙金	08-3688161
1758561	25.9727096557617	119.936698913574	五靈公	連江縣莒光鄉田沃村105號旁	五靈公廟	道教	連江縣	陳泉鈿	08-3689146
1751602	25.9722442626953	119.932411193848	天上聖母	連江縣莒光鄉青帆村80號旁	天后宮	道教	連江縣	劉宜臺	08-3688160
1750407	25.9598503112793	119.97331237793	福德正神	連江縣莒光鄉大坪村14號	熾坪境福德宮	道教	連江縣	林宏輝	08-3688039
1750406	25.9594230651855	119.973121643066	王大姊	連江縣莒光鄉大坪村老人活動中心旁	娘娘廟	道教	連江縣	劉寶金	08-3689013
1769447	25.2971496582031	121.57080078125	孚佑帝君	新北市石門區尖鹿里尖子鹿臨76之1號	北海聖安宮	道教	新北市	練瑞草	02-26381437
1771033	25.2966003417969	121.568901062012	元始天王	新北市石門區尖鹿里中路37之2號	石門洞五龍宮	道教	新北市	范重	02-26381024
1759961	25.2897491455078	121.545600891113	三官大帝	新北市石門區老梅里公地44號	凌虛宮	道教	新北市	許潘碧霞	02-26381513
1765834	25.2866096496582	121.533699035645	四面金剛佛	新北市石門區富基里崁子腳41之3號	金剛宮	道教	新北市	許裕仁	02-26382076
1762594	25.2862796783447	121.540100097656	玄天上帝	新北市石門區富基里楓林40之2號	新北市石門雪山玄武廟	道教	新北市	阮信雄	02-26383377
1757057	25.2835006713867	121.519996643066	保生大帝	新北市石門區德茂里下員坑36之1號後面	北海宮	道教	新北市	花連興	02-26362990
1754685	25.2828407287598	121.519599914551	觀音大士	新北市石門區德茂里下員坑33之1號	白沙灣觀航寺	道教	新北市	孫文章	02-86352836
1757327	25.277660369873	121.558097839355	華嚴三聖	新北市石門區山溪里老崩山33之1號	曹洞宗台北別院	佛教	新北市	釋修慧	02-26380276
1769145	25.2771091461182	121.557601928711	周倉聖爺	新北市石門區山溪里老崩山30號之1	老崩山天賜宮	道教	新北市	蔡文賢	02-26383912
1771034	25.2747993469238	121.553100585938	文衡聖帝	新北市石門區山溪里大溪墘9之3號	石門代天府	道教	新北市	鄭錫銘	02-26380636
1747867	25.2743492126465	121.507598876953	民主公王爺	新北市三芝區新庄里新庄子59號之3	水口民主公王宮	道教	新北市	江重光	02-26364096
1773478	25.2739791870117	121.507797241211	彌勒尊佛	新北市三芝區陳厝坑61-8號	文化彌勒佛院	彌勒大道	新北市	張進財	02-22874096
1758001	25.2702598571777	121.594497680664	十八王公	新北市石門區茂林里坪林52號	乾華十八王公廟	道教	新北市	練清陽	02-26382453
1747559	25.2678298950195	121.49829864502	李鐵拐	新北市三芝區新庄里番社后31之1號	八仙宮	道教	新北市	江振裕	02-26360743
1771457	25.2677898406982	121.559997558594	釋迦牟尼佛	新北市石門區山溪里九芎林5之1號	台灣新北玉佛寺	佛教	新北市	簡坤良	02-26383765
1759970	25.2665004730225	121.622840881348	玄天上帝	新北市金山區永興里濆水34號	伍天宮	道教	新北市	許瑞林	02-24986222
1753002	25.257080078125	121.501403808594	天上聖母	新北市三芝區中山路一段38號	小基隆福成宮	道教	新北市	李德爐	02-26362076
1749570	25.2569904327393	121.478996276855	關聖帝君	新北市三芝區錫板里海尾17號	智成堂	道教	新北市	楊邱美雲	02-26362557
1767953	25.2568607330322	121.503402709961	關聖帝君	新北市三芝區埔坪里智成街18號	財團法人新北市智成忠義宮	道教	新北市	江慶能	02-26362218
1755621	25.2553997039795	121.576202392578	觀音佛祖	新北市石門區石門里內石門67之5號	日月大天宮	佛教	新北市	廖義春	02-26380913
1758697	25.2553100585938	121.570701599121	釋迦牟尼佛	新北市石門區石門里內石門78之1號	佛光山石門北海道場	佛教	新北市	李月嬌	02-26382511
1769502	25.2540798187256	121.592300415039	觀世音菩薩	新北市石門區乾華里內阿里磅1號	妙濟寺	佛教	新北市	曾清松	02-26383591
1749038	25.2537403106689	121.53589630127	關聖帝君	新北市三芝區橫山56之2號	屏山天元宮	道教	新北市	陳淑貞	02-26363837
1755595	25.2500591278076	121.548400878906	觀音佛祖	新北市石門區老梅里七股66號	石門妙法寺	佛教	新北市	沈秀蘭	02-26360722
1756807	25.2499599456787	121.621002197266	西方三聖	新北市金山區西湖村2鄰尖山子18之1	普渡寺	佛教	新北市	童文信	02-29280667
1760644	25.2490692138672	121.60880279541	釋迦牟尼佛	新北市金山區西湖里西勢湖20號	安樂寺	佛教	新北市	溫慈惠	09-32150439
1752300	25.2482299804688	121.499603271484	天上聖母	新北市三芝區福德里埔尾1之2號	北海聖雲宮	道教	新北市	江宗柏	02-26362861
1748955	25.2481956481934	121.622657775879	福德正神	新北市金山區西湖村1鄰13號旁	福德宮	道教	新北市	陸宜芳	-
1747866	25.2479496002197	121.520401000977	王母娘娘	新北市三芝區茂長里7鄰陳厝坑51號之2	台北太子宮無極聖殿	道教	新北市	沈吉東	02-26365377
1770235	25.2473907470703	121.579696655273	中央混元真母靈源天尊	新北市石門區乾華里內阿里磅55號	石門桃源殿	道教	新北市	鄭金城	02-26381160
1748076	25.2473392486572	121.465103149414	關聖帝君	新北市三芝區後厝里土地公坑61之5號	北海天公廟	道教	新北市	鄭重信	02-26363508
1754960	25.2472190856934	121.611801147461	釋迦牟尼佛	新北市金山區西湖里西勢湖11號	慧明禪寺	佛教	新北市	楊寶秀	02-24981786
1763020	25.2406997680664	121.450302124023	玄天上帝	新北市淡水區六塊厝2之1號	慈玄宮	道教	新北市	施鍊岸	02-28011247
1756516	25.2393093109131	121.632400512695	天上聖母	新北市金山區萬壽里海興路132號邊	萬聖宮	道教	新北市	朱陳旺	02-24982647
1758276	25.2390594482422	121.627799987793	真武大帝	新北市金山區萬壽里海興路43之2號	天龍宮	道教	新北市	陳芳雄	02-24982876
1752299	25.2384395599365	121.539703369141	道濟先師	新北市三芝區二坪頂69號	珊瑚貝殼廟	道教	新北市	謝榮壽	02-26367002
1753003	25.2370491027832	121.488800048828	註生娘娘	新北市三芝區後厝里番仔崙12號之5	三芝玉仙宮	道教	新北市	林金財	02-26368298
1772580	25.236629486084	121.474197387695	達摩祖師	新北市淡水區屯山里番社前4之7號	淡水保安堂	道教	新北市	李永清	02-28010093
1749616	25.2346858978271	121.624885559082	釋迦牟尼佛	新北市金山區清泉里8鄰西勢13之1號	金山寺	佛教	新北市	林美皇	02-24987696
1756934	25.233039855957	121.61669921875	釋迦牟尼佛	新北市金山區三界里半嶺3之1號	嚴淨寺	佛教	新北市	吳月霞	02-24980484
1761720	25.2311096191406	121.619903564453	三官大帝	新北市金山區三界里三界壇路72號	聖德宮	道教	新北市	嚴璧山	02-24984702
1766278	25.228479385376	121.45189666748	北極玄天上帝	新北市淡水區賢孝里淡金路四段590號	北極玄聖宮	道教	新北市	王木榮	02-28011928
1750250	25.2266902923584	121.463302612305	釋迦牟尼佛	新北市淡水區賢孝里公埔子2號	新北市淡水區普照寺	佛教	新北市	林靜宜	02-28011596
1764916	25.2266693115234	121.486297607422	黃帝老祖	新北市淡水區水碓子34之1號	淡水黃帝神宮		新北市	洪志昇	02-26212315
1750276	25.2254600524902	121.644599914551	延平郡王	新北市金山區磺港里磺港路161號	承天宮	道教	新北市	謝福壽	02-24983239
1750046	25.2247295379639	121.63680267334	西秦王爺	新北市金山區美田里文化二路4號	武英殿廟	道教	新北市	許權賜	02-24981624
1750424	25.2238292694092	121.448501586914	無極聖祖	新北市淡水區賢孝里後洲子6之1號	賢孝玄聖殿	道教	新北市	游天來	02-28010796
1754720	25.2235794067383	121.647201538086	三府王爺	新北市金山區豐漁里民生路146號	威靈宮	道教	新北市	許炳煌	02-24982892
1750045	25.2221508026123	121.638000488281	五年千歲	新北市金山區法鼓118號	鎮天宮	道教	新北市	李鑫濃	02-24982114
1747894	25.2219142913818	121.638313293457	開漳聖王	新北市金山區金包里街104號	廣安宮	道教	新北市	陳振基	02-24983815
1747560	25.2216796875	121.546203613281	玄天上帝	新北市三芝區圓山村2坪頂52之3號	北星真武寶殿	道教	新北市	黃詠湄	02-26363906
1780080	25.2215251922607	121.63892364502	福德正神	新北市金山區金包里街70號	保安宮	道教	新北市	許坤地	02-24985522
1760645	25.2214298248291	121.636199951172	其他	新北市金山區金美里忠孝一路107號	昭應侯廟	道教	新北市	許森盛	02-24984046
1767954	25.2208003997803	121.640296936035	天上聖母	新北市金山區大同里金包里街16號	財團法人新北市金包里慈護宮	道教	新北市	游忠義	02-24982510
1756935	25.2204875946045	121.627944946289	三府王爺	新北市金山區五湖里龜子山路50號	福仁宮	道教	新北市	李建才	02-24986476
1763958	25.2192192077637	121.480499267578	玄天上帝	新北市淡水區蕃薯里安子內12之1號	淡水區玄玄廟	道教	新北市	王壽喜	02-28011577
1760665	25.2189598083496	121.64510345459	釋迦牟尼佛	新北市萬里區大鵬里萬里加投293號	善德寺	佛教	新北市	張嬌	02-24982046
1754959	25.2180309295654	121.602500915527	天上聖母	新北市金山區重和里六股林口38之3號	金山朝天宮	道教	新北市	曹正雄	02-24080664
1757119	25.2177600860596	121.628700256348	福德正神	新北市金山區五湖里南勢26號	福德堂	道教	新北市	游阿墻	02-24981528
1754519	25.2174396514893	121.493598937988	保儀大夫	新北市淡水區蕃薯里南平19號之3旁	淡水忠順廟	道教	新北市	楊淑媖	02-26225808
1760560	25.2170906066895	121.649398803711	中壇元帥	新北市萬里區大鵬里下社33號之5	萬里下寮聖安宮	道教	新北市	吳春雄	02-24988047
1756539	25.2164058685303	121.446746826172	孚佑帝君	新北市淡水區興仁里下田寮3號	淡水鎮海天宮	道教	新北市	張含少	02-26210592
1761721	25.2158603668213	121.614700317383	文殊師利菩薩	新北市金山區五湖里南勢湖63號	財團法人新北市金山慈音寺	佛教	新北市	許嬌雲	02-24986248
1753599	25.2153606414795	121.511001586914	釋迦牟尼佛	新北市三芝區圓山里大水堀32號	蓮華寺	佛教	新北市	魏賜寬	02-26371468
1751095	25.2147407531738	121.48690032959	大自在王佛	新北市淡水區蕃薯里安子內3號	緣道觀音廟	佛教	新北市	黃錦春	02-26269242
1749315	25.2146091461182	121.616798400879	三官大帝	新北市金山區五湖里南勢湖69號	南天宮	道教	新北市	陳金城	02-24982588
1765445	25.2140998840332	121.645698547363	三官大帝	新北市萬里區大鵬里萬里加投149之3號	大鵬天護宮	道教	新北市	李聰明	02-24985246
1748855	25.2136192321777	121.518997192383	朱池李三王爺	新北市三芝區圓山里石曹子坑51號	福惠宮	道教	新北市	吳健功	02-26371161
1769043	25.2127208709717	121.63330078125	福德正神	新北市萬里區磺潭里公館崙25號左前方100公尺	磺潭里公館崙福德宮	道教	新北市	謝金藏	02-24986476
1748027	25.21217918396	121.505401611328	陳池姜三王爺	新北市三芝區店子里龜子山26之1號	代天巡狩三王府陳池姜三府王爺	道教	新北市	莊文松	02-26371649
1752865	25.2119102478027	121.654899597168	龍德星君	新北市萬里區公館崙52之2號	金山財神廟	道教	新北市	郭義彥	02-24081190
1754434	25.2115802764893	121.656097412109	福德正神	新北市萬里區大鵬里頂社44號右側	頂社福德宮	道教	新北市	陳福來	02-983017
1752854	25.2112808227539	121.635299682617	釋迦牟尼佛	新北市萬里區磺潭里公館崙35之1號	金海禪寺	佛教	新北市	李志亮	02-24983705
1758570	25.2105884552002	121.437934875488	張聖君	新北市淡水區下圭柔山100之1號	法主宮	道教	新北市	葉水金	02-26228530
1761959	25.2100601196289	121.655799865723	媽祖	新北市萬里區大鵬里頂社路18之3號旁	頂社保民宮	道教	新北市	廖永華	03-2982579
1753499	25.2095508575439	121.443298339844	太陽星君	新北市淡水區義山里下圭柔山106號	太陽宮	道教	新北市	張忠雄	02-26228889
1753370	25.2066707611084	121.501800537109	觀音佛祖	新北市三芝區興華里7鄰楓子林47之1號	慈雲寺	佛教	新北市	盧義鑑	02-26371765
1760099	25.2063293457031	121.689399719238	周府將軍	新北市萬里區野柳里港東167-10號	野柳仁和宮	道教	新北市	林元莊	02-24921659
1748854	25.2063007354736	121.506202697754	觀世音菩薩	新北市三芝區店子里7鄰36號邊	普照山大同寺	佛教	新北市	鄭清波	02-26372118
1779058	25.2062892913818	121.626899719238	五行財神	新北市萬里區磺潭里公館崙52之3號	鑽金宮	道教	新北市	黎清美	02-24980131
1773628	25.2057991027832	121.625999450684	月下老人	新北市萬里區公館崙55之2號	萬里情月老廟	道教	新北市	黎萱	02-24983030
1758007	25.2057971954346	121.685813903809	福德正神	新北市萬里區野柳里港西98號後方	野柳福德宮	道教	新北市	李政順	02-24922536
1748801	25.20578956604	121.515197753906	真武大帝	新北市三芝區店子里菜公坑97之1號	信天宮	道教	新北市	蘇洺湫	02-26371011
1755791	25.2057800292969	121.429397583008	三太子	新北市淡水區崁頂80之3號	太子廟	道教	新北市	高連旺	02-28050798
1779087	25.2056102752686	121.689399719238	福德正神	新北市萬里區野柳里港東路167號旁	萬里鄉野柳村福德祠	道教	新北市	陳有進	-123
1752943	25.2049293518066	121.505798339844	天上聖母	新北市三芝區店子里店子37之3號	北海濟世宮	道教	新北市	周義雄	02-26372307
1750982	25.2045593261719	121.45760345459	保生大帝	新北市淡水區義山里下圭柔山28之1號	祈福保生宮	道教	新北市	蔡明和	02-26214589
1755298	25.2045402526855	121.449798583984	保儀尊王	新北市淡水區義山里下圭柔山35之3號	新北市淡水區義山集應廟	道教	新北市	張福氣	02-26210771
1750003	25.2044792175293	121.688102722168	開漳聖王	新北市萬里區野柳里港東69號	野柳保安宮	道教	新北市	林元莊	02-24925659
1763959	25.2042598724365	121.464698791504	華陀真人	新北市淡水區忠山里奎柔山路417號	宏龍宮	道教	新北市	黃銣銡	02-26224020
1755052	25.2032909393311	121.691299438477	天上聖母	新北市萬里區野柳里東澳26號之1	東澳朝天宮	道教	新北市	陳益裕	02-24927805
1749932	25.2031211853027	121.630165100098	福德正神	新北市萬里區磺潭里磺溪12號左前方100公尺	萬里區磺潭里福德宮	道教	新北市	江榮春	032-983580
1752041	25.20263671875	121.686485290527	周府將軍	新北市萬里區野柳里坑內11號	國聖仁和宮	道教	新北市	張淑慧	02-24983717
1755967	25.2021503448486	121.470596313477	釋迦牟尼佛	新北市淡水區忠山里水汴頭51號	法燈蘭若	佛教	新北市	程丹	02-26234134
1769528	25.2010803222656	121.480400085449	關聖帝君	新北市淡水區忠山里椿子林18號	屯山古聖廟行忠堂	道教	新北市	李宇宙	02-26212649
1752529	25.200740814209	121.496299743652	釋迦牟尼佛	新北市三芝區興華里車埕79號	永平寺	佛教	新北市	林妙貞	02-26372889
1750039	25.2001399993896	121.502502441406	釋迦牟尼佛	新北市三芝區興華里鄰車埕9之1號	蓮光寺	佛教	新北市	陳金英	02-26372047
1772581	25.1991996765137	121.455497741699	九天玄女	新北市淡水區行忠路136號之1	九天宮	道教	新北市	蔡正宗	02-26252721
1751275	25.1988906860352	121.599296569824	釋迦牟尼佛	新北市金山區重和里秀峰坪1之5號	金法林	佛教	新北市	江秋	02-24080546
1753183	25.1967296600342	121.499000549316	三清道祖	新北市三芝區興華里車埕62號	車埕三清殿	道教	新北市	蘇麗娟	02-26371408
1752249	25.1953105926514	121.466606140137	城隍爺	新北市淡水區忠寮里大竹圍5號	淡水大王廟	道教	新北市	李啟鈗	02-26201145
1754623	25.1950607299805	121.492202758789	觀音佛祖	新北市淡水區忠寮里大埤頭1之3號	淡水聖和堂	佛教	新北市	黃陳美枝	02-86316409
1764632	25.1949806213379	121.686874389648	福德正神	新北市萬里區龜吼里漁澳16之2號	漁澳福德宮	道教	新北市	郭美鈴	02-24922797
1749571	25.1933193206787	121.493698120117	觀世音菩薩	新北市三芝區興華里車埕68號之1	妙宗秀明宮	道教	新北市	邱黃金子	02-26371998
1760666	25.1903400421143	121.683898925781	開漳聖王	新北市萬里區龜吼里鼓亭14號	保民宮	道教	新北市	許萬福	02-24921679
1750092	25.1902828216553	121.68359375	福德正神	新北市萬里區龜吼里鼓亭路11號之1	萬里區龜吼里鼓亭路福安宮	道教	新北市	林家淵	02-24921927
1756082	25.1899890899658	121.425796508789	張天師	新北市淡水區沙崙里中正路二段305巷33號	台灣天師宮	道教	新北市	黃永水	02-28051876
1752636	25.1898403167725	121.683601379395	天上聖母	新北市萬里區龜吼里漁澳路4號	漁澳順天宮	道教	新北市	陳國龍	02-24922089
1750196	25.1891193389893	121.427597045898	福德正神	新北市淡水區沙崙里新民街一段136號	淡水大庄福德廟府	道教	新北市	謝敏男	02-28052332
1751308	25.1891193389893	121.427597045898	關聖帝君	新北市淡水區沙崙里新民街一段80號	淡水行忠宮	道教	新北市	黃德利	091-0759187
1762021	25.189079284668	121.50129699707	蘇、許仙童公	新北市淡水區水源里楓樹湖18之1號旁	慈德廟	道教	新北市	林慶雄	02-26236133
1758369	25.1867694854736	121.492202758789	釋迦牟尼佛	新北市淡水區水源里山子頂25之1號	淡水十方禪林	佛教	新北市	高銘桐	02-26206017
1756540	25.1865692138672	121.499603271484	釋迦牟尼佛	新北市淡水區水源里楓樹湖15號	千光寺	佛教	新北市	陳瑩容	02-26217480
1751931	25.1863899230957	121.484703063965	關聖帝君	新北市淡水區水源里北新路3段36號	財團法人新北市淡水無極天元宮	道教	新北市	周志達	02-26212759
1781972	25.186222076416	121.491264343262	九天玄女	新北市淡水區水源里17鄰山子頂28號	無極天雲宮	道教	新北市	楊金枝	-26260195
1751329	25.1858806610107	121.439399719238	孚佑帝君	新北市淡水區崁頂里崁頂15號	正興宮	道教	新北市	呂嘉騏	02-26230910
1767769	25.1854591369629	121.679397583008	天上聖母	新北市萬里區龜吼里玉田4之3號	鎮北宮	道教	新北市	陳品騰	02-24923232
1760525	25.1845703125	121.419799804688	清水祖師	新北市淡水區沙崙里淡海路189巷10號	保安廟	道教	新北市	王麗珠	02-28055947
1752864	25.1836204528809	121.63289642334	釋迦牟尼佛	新北市萬里區雙興里達天13之1號	正覺寺	佛教	新北市	邱鴻光	02-24929033
1758571	25.1805801391602	121.436302185059	福德正神	新北市淡水區新民街226巷2號旁	淡水新興福德宮	道教	新北市	田美裕	02-26206455
1764229	25.179443359375	121.688621520996	三府王爺	新北市萬里區萬里里瑪鍊下街51號	重威宮	道教	新北市	陳來生	02-24924686
1766413	25.1790199279785	121.690399169922	靈官大帝	新北市萬里區萬里里瑪鋉路197號	昭靈宮	道教	新北市	張金農	02-24924686
1760679	25.1785106658936	121.689498901367	福德正神	新北市萬里區萬里里獅頭路3號之1	福德祠	道教	新北市	陳勵修	02-24922281
1752252	25.1783103942871	121.481796264648	天上聖母	新北市淡水區水源里南勢埔20號	新北市三寶宮	道教	新北市	黃東元	02-26218587
1761441	25.1769008636475	121.472702026367	釋迦牟尼佛	新北市淡水區北投里北投子92號	慈修禪寺	佛教	新北市	歐永建	02-26215270
1749892	25.1766204833984	121.426597595215	蘇府王爺	新北市淡水區中正路一段32號	忠義宮蘇府王爺廟	道教	新北市	陳榮煌	02-28051276
1752202	25.1765270233154	121.454795837402		新北市淡水區水源街2段177巷20號	財團法人軒轅教		新北市	陳怡魁	02-26233964
1758911	25.1764907836914	121.659797668457	玄天上帝	新北市萬里區雙興里太和11號之3	清慈宮	道教	新北市	賴忠義	02-24929006
1750093	25.1764698028564	121.686401367188	福德正神	新北市萬里區北基里忠一街1號對面	北基福德宮	道教	新北市	王水慶	02-24921239
1751529	25.1751708984375	121.487503051758	王母娘娘	新北市淡水區樹興里白石腳3號	天寶殿	道教	新北市	翁嘉宏	02-26219597
1779047	25.1751537322998	121.649131774902	三寶佛	新北市萬里區雙興里二坪6之3號	天祥禪寺	佛教	新北市	黃瓊萱	02-24929114
1750352	25.1751346588135	121.444755554199	天上聖母	新北市淡水區中興里水源街1段53巷31號之8	淡水鎮天后宮	道教	新北市	呂雨亭	02-26229233
1755908	25.1740093231201	121.658798217773	蘇府王爺	新北市萬里區雙興里太和7之2號	雙和宮	道教	新北市	盧碧雲	02-24929098
1752250	25.1724891662598	121.443901062012	孫臏祖師	新北市淡水區中興里水源街一段47巷2號	淡水孫臏宮	道教	新北市	邱加斗	02-26233865
1759683	25.1720027923584	121.439193725586	池府王爺	新北市淡水區三民街23號	金福宮	道教	新北市	莊武男	02-26212519
1755966	25.1719837188721	121.440132141113	劉府王爺	新北市淡水區永吉里4鄰清水街159號	興建宮	道教	新北市	林松	02-26212994
1766412	25.1715202331543	121.680603027344	開漳聖王	新北市萬里區中幅里中福56號	忠福宮	道教	新北市	翁朝根	02-24921582
1757535	25.1715145111084	121.440277099609	玄天上帝	新北市淡水區清水街224號	聖靈宮	道教	新北市	林鴻圖	-
